1576866038.582729	0	0
1576866159.991592	0	0
1576871169.503149	0	0
1576871469.543234	0	0
1576871529.602024	0	0
1576871829.641524	0	0
1576871949.689804	0	0
1576872249.746829	0	0
1576872489.779181	0	0
1576872789.811623	0	0
1576872908.419629	0	0
1576872993.662254	0	0
1576873593.717349	0	0
1576873653.792423	0	0
1576874253.820861	0	0
1576874373.854967	0	0
1576874973.891298	0	0
1576875213.925588	0	0
1576875813.964864	0	0
1576876293.999712	0	0
1576876894.031822	0	0
1576877854.065516	0	0
1576878454.107821	0	0
1576880374.146214	0	0
1576880974.190264	0	0
1576884814.225899	0	0
1576885414.275553	0	0
1576885474.330000	0	0
1576886074.361248	0	0
1576886194.399894	0	0
1576886794.436498	0	0
1576887034.483153	0	0
1576887634.543258	0	0
1576888114.580168	0	0
1576888714.627715	0	0
1576889674.662250	0	0
1576890274.691987	0	0
1576892194.726500	0	0
1576892794.763530	0	0
1576896634.803610	0	0
1576897234.850019	0	0
1576897294.887236	0	0
1576897894.917814	0	0
1576898014.964210	0	0
1576898615.008302	0	0
1576898855.047783	0	0
1576899455.078941	0	0
1576899935.109881	0	0
1576900535.139318	0	0
1576901495.179487	0	0
1576902095.211653	0	0
1576904015.250407	0	0
1576904615.282214	0	0
1576908455.308308	0	0
1576909055.346029	0	0
1576909115.379566	0	0
1576909715.417503	0	0
1576909835.453462	0	0
1576910435.488242	0	0
1576910675.524770	0	0
1576911275.556590	0	0
1576911755.603144	0	0
1576912355.642515	0	0
1576913315.678027	0	0
1576913915.712820	0	0
1576915835.755358	0	0
1576916435.787754	0	0
1576920275.830694	0	0
1576920875.873337	0	0
1576920935.909841	0	0
1576921535.946834	0	0
1576921655.988910	0	0
1576922256.029142	0	0
1576922496.064303	0	0
1576923096.109311	0	0
1576923576.144102	0	0
1576924176.178859	0	0
1576925136.215768	0	0
1576925736.250789	0	0
1576927656.291834	0	0
1576928256.327862	0	0
1576932096.345994	0	0
1576932696.381421	0	0
1576932756.424146	0	0
1576933356.481768	0	0
1576933476.516375	0	0
1576934076.552157	0	0
1576934316.587133	0	0
1576934916.620863	0	0
1576935396.655272	0	0
1576935996.690889	0	0
1576936956.721488	0	0
1576937556.761831	0	0
1576939476.791570	0	0
1576940076.828011	0	0
1576943916.857889	0	0
1576944516.892448	0	0
1576944576.933702	0	0
1576945176.973332	0	0
1576945297.019422	0	0
1576945897.060319	0	0
1576946137.098515	0	0
1576946737.140777	0	0
1576947217.176922	0	0
1576947817.211332	0	0
1576948777.245916	0	0
1576949377.290488	0	0
1576951297.323976	0	0
1576951897.360186	0	0
1576955737.396645	0	0
1576956337.435556	0	0
1576956397.475832	0	0
1576956997.518896	0	0
1576957117.552976	0	0
1576957717.590366	0	0
1576957957.639860	0	0
1576958557.683128	0	0
1576959037.719072	0	0
1576959637.755800	0	0
1576960597.804022	0	0
1576961197.840161	0	0
1576963117.881515	0	0
1576963717.912691	0	0
1576967557.953246	0	0
1576968157.996220	0	0
1576968218.029901	0	0
1576968818.066539	0	0
1576968938.103978	0	0
1576969538.141793	0	0
1576969778.177708	0	0
1576970378.215779	0	0
1576970858.252827	0	0
1576971458.298483	0	0
1576972418.336394	0	0
1576973018.372212	0	0
1576974938.406750	0	0
1576975538.441028	0	0
1576979378.470285	0	0
1576979978.510077	0	0
1576980038.545007	0	0
1576980638.605207	0	0
1576980758.643316	0	0
1576981358.677960	0	0
1576981598.719553	0	0
1576982198.755819	0	0
1576982678.788236	0	0
1576983278.825480	0	0
1576984238.876040	0	0
1576984838.918553	0	0
1576986758.954971	0	0
1576987358.999158	0	0
1576991199.038145	0	0
1576991799.080733	0	0
1576991859.126189	0	0
1576992459.162988	0	0
1576992579.200343	0	0
1576993179.236095	0	0
1576993419.284842	0	0
1576994019.321751	0	0
1576994499.359900	0	0
1576995099.396734	0	0
1576996059.426402	0	0
1576996659.455565	0	0
1576998579.476827	0	0
1576999179.512359	0	0
1577003019.532476	0	0
1577003619.569505	0	0
1577003679.605926	0	0
1577004279.643535	0	0
1577004399.680354	0	0
1577004999.722206	0	0
1577005239.757929	0	0
1577005839.801348	0	0
1577006319.840487	0	0
1577006919.875695	0	0
1577007879.911582	0	0
1577008479.943407	0	0
1577010399.978419	0	0
1577011000.015231	0	0
1577014840.053367	0	0
1577015440.087668	0	0
1577015500.125464	0	0
1577016100.174376	0	0
1577016220.211890	0	0
1577016820.249091	0	0
1577017060.290350	0	0
1577017660.335742	0	0
1577018140.374472	0	0
1577018740.407868	0	0
1577019700.445528	0	0
1577020300.518739	0	0
1577022220.549220	0	0
1577022820.585847	0	0
1577026660.618569	0	0
1577027260.654318	0	0
1577027320.689419	0	0
1577027920.722390	0	0
1577028040.759723	0	0
1577028640.795426	0	0
1577028880.830225	0	0
1577029480.862480	0	0
1577029960.894352	0	0
1577030560.928827	0	0
1577031520.969086	0	0
1577032121.003639	0	0
1577034041.072101	0	0
1577034641.106757	0	0
1577038481.139930	0	0
1577039081.175322	0	0
1577039141.211861	0	0
1577039741.248188	0	0
1577039861.283744	0	0
1577040461.317276	0	0
1577040701.353707	0	0
1577041301.388041	0	0
1577041781.424084	0	0
1577042381.463378	0	0
1577043341.532752	0	0
1577043941.608536	0	0
1577045861.644084	0	0
1577046461.680882	0	0
