1579017926.112145	0	0
1579018526.182081	0	0
1579018586.205636	0	0
1579019186.248111	0	0
1579019306.307811	0	0
1579019906.332742	0	0
1579020146.361519	0	0
1579020746.380664	0	0
1579021226.414476	0	0
1579021826.450491	0	0
1579022786.497549	0	0
1579023386.555674	0	0
1579025306.578467	0	0
1579025906.601612	0	0
1579029746.623419	0	0
1579030346.651370	0	0
1579030406.673533	0	0
1579031006.696610	0	0
1579031126.732402	0	0
1579031726.752358	0	0
1579031966.779788	0	0
1579032566.807415	0	0
1579033046.828173	0	0
1579033646.852437	0	0
1579034606.924736	0	0
1579035206.962678	0	0
1579037126.998738	0	0
1579037727.033956	0	0
1579041567.053160	0	0
1579042167.115930	0	0
1579042227.144553	0	0
1579042827.162767	0	0
1579042947.185489	0	0
1579043547.209247	0	0
1579043787.229537	0	0
1579044387.248529	0	0
1579044867.299579	0	0
1579045467.325446	0	0
1579046427.342435	0	0
1579047027.372217	0	0
1579048947.404473	0	0
1579049547.448011	0	0
1579053387.457741	0	0
1579053987.486416	0	0
1579054047.509414	0	0
1579054647.581409	0	0
1579054767.605189	0	0
1579055367.630606	0	0
1579055607.661195	0	0
1579056207.683118	0	0
1579056687.702908	0	0
1579057287.758594	0	0
1579058247.778666	0	0
1579058847.801186	0	0
1579060767.819814	0	0
1579061367.856158	0	0
1579065207.912390	0	0
1579065807.935978	0	0
1579065867.962484	0	0
1579066467.983356	0	0
1579066588.009281	0	0
1579067188.045440	0	0
1579067428.092985	0	0
1579068028.129242	0	0
1579068508.163751	0	0
1579069108.191140	0	0
1579070068.259306	0	0
1579070668.286284	0	0
1579072588.312553	0	0
1579073188.333858	0	0
1579077028.339900	0	0
1579077628.358260	0	0
1579077688.384367	0	0
1579078288.407528	0	0
1579078408.430992	0	0
1579079008.493520	0	0
1579079248.521405	0	0
1579079848.540704	0	0
1579080328.566865	0	0
1579080928.588126	0	0
1579081888.607467	0	0
1579082488.628080	0	0
1579084408.649909	0	0
1579085008.671564	0	0
1579088848.688887	0	0
1579089448.714720	0	0
1579089508.738203	0	0
1579090108.760915	0	0
1579090228.826246	0	0
1579090828.894296	0	0
1579091068.923609	0	0
1579091668.949151	0	0
1579092148.977243	0	0
1579092749.000011	0	0
1579093708.991579	0	0
1579094309.009415	0	0
1579096229.025785	0	0
1579096829.043399	0	0
1579097518.282807	0	0
