1582241210.280716	0	1
1582242110.330637	0	0
1582243010.373490	0	1
1582243910.434732	0	0
1582245710.479646	0	1
1582246610.524086	0	0
1582250210.570057	0	1
1582251110.603950	0	0
1582252010.648492	0	1
1582252910.691582	0	0
1582254710.744291	0	1
1582255610.783626	0	0
1582259210.839366	0	1
1582260110.886269	0	0
1582261010.926124	0	1
1582261910.968487	0	0
1582263711.007569	0	1
1582264611.038581	0	0
1582268211.054404	0	1
1582269111.087761	0	0
1582270011.128727	0	1
1582270911.164061	0	0
1582272711.192001	0	1
1582273611.235996	0	0
1582277211.254111	0	1
1582278111.304130	0	0
1582279011.342276	0	1
1582279911.381534	0	0
1582281711.415249	0	1
1582282611.462926	0	0
1582286211.481776	0	1
1582287111.514078	0	0
